time_original,well,OD,isolate,well,hh,mm,ss,time_h
3.00:00:00,C6,0.2778,ATL 3B3,C6,3,0,0,3
0:00:00,C7,0.2628,ATL 3A2,C7,0,0,0,0
0:15:00,C7,0.2616,ATL 3A2,C7,0,15,0,0.25
0:30:00,C7,0.261,ATL 3A2,C7,0,30,0,0.5
0:45:00,C7,0.2599,ATL 3A2,C7,0,45,0,0.75
1:00:00,C7,0.2618,ATL 3A2,C7,1,0,0,1
1:15:00,C7,0.2624,ATL 3A2,C7,1,15,0,1.25
1:30:00,C7,0.2638,ATL 3A2,C7,1,30,0,1.5
1:45:00,C7,0.2574,ATL 3A2,C7,1,45,0,1.75
2:00:00,C7,0.2567,ATL 3A2,C7,2,0,0,2
2:15:00,C7,0.2575,ATL 3A2,C7,2,15,0,2.25
2:30:00,C7,0.2581,ATL 3A2,C7,2,30,0,2.5
2:45:00,C7,0.2553,ATL 3A2,C7,2,45,0,2.75
3:00:00,C7,0.257,ATL 3A2,C7,3,0,0,3
3:15:00,C7,0.2584,ATL 3A2,C7,3,15,0,3.25
3:30:00,C7,0.2559,ATL 3A2,C7,3,30,0,3.5
3:45:00,C7,0.2555,ATL 3A2,C7,3,45,0,3.75
4:00:00,C7,0.2555,ATL 3A2,C7,4,0,0,4
4:15:00,C7,0.2541,ATL 3A2,C7,4,15,0,4.25
4:30:00,C7,0.2547,ATL 3A2,C7,4,30,0,4.5
4:45:00,C7,0.2566,ATL 3A2,C7,4,45,0,4.75
5:00:00,C7,0.2546,ATL 3A2,C7,5,0,0,5
5:15:00,C7,0.2545,ATL 3A2,C7,5,15,0,5.25
5:30:00,C7,0.2541,ATL 3A2,C7,5,30,0,5.5
5:45:00,C7,0.2576,ATL 3A2,C7,5,45,0,5.75
6:00:00,C7,0.2583,ATL 3A2,C7,6,0,0,6
6:15:00,C7,0.255,ATL 3A2,C7,6,15,0,6.25
6:30:00,C7,0.2575,ATL 3A2,C7,6,30,0,6.5
6:45:00,C7,0.2614,ATL 3A2,C7,6,45,0,6.75
7:00:00,C7,0.2643,ATL 3A2,C7,7,0,0,7
7:15:00,C7,0.2629,ATL 3A2,C7,7,15,0,7.25
7:30:00,C7,0.2668,ATL 3A2,C7,7,30,0,7.5
7:45:00,C7,0.2714,ATL 3A2,C7,7,45,0,7.75
8:00:00,C7,0.2716,ATL 3A2,C7,8,0,0,8
8:15:00,C7,0.2715,ATL 3A2,C7,8,15,0,8.25
8:30:00,C7,0.2803,ATL 3A2,C7,8,30,0,8.5
8:45:00,C7,0.2991,ATL 3A2,C7,8,45,0,8.75
9:00:00,C7,0.2953,ATL 3A2,C7,9,0,0,9
9:15:00,C7,0.3022,ATL 3A2,C7,9,15,0,9.25
9:30:00,C7,0.4122,ATL 3A2,C7,9,30,0,9.5
9:45:00,C7,0.3218,ATL 3A2,C7,9,45,0,9.75
10:00:00,C7,0.4529,ATL 3A2,C7,10,0,0,10
10:15:00,C7,0.5734,ATL 3A2,C7,10,15,0,10.25
10:30:00,C7,0.3497,ATL 3A2,C7,10,30,0,10.5
10:45:00,C7,0.442,ATL 3A2,C7,10,45,0,10.75
11:00:00,C7,0.4057,ATL 3A2,C7,11,0,0,11
11:15:00,C7,0.3866,ATL 3A2,C7,11,15,0,11.25
11:30:00,C7,0.4063,ATL 3A2,C7,11,30,0,11.5
11:45:00,C7,0.411,ATL 3A2,C7,11,45,0,11.75
12:00:00,C7,0.3969,ATL 3A2,C7,12,0,0,12
12:15:00,C7,0.4202,ATL 3A2,C7,12,15,0,12.25
12:30:00,C7,0.416,ATL 3A2,C7,12,30,0,12.5
12:45:00,C7,0.541,ATL 3A2,C7,12,45,0,12.75
13:00:00,C7,0.4336,ATL 3A2,C7,1,0,0,1
13:15:00,C7,0.475,ATL 3A2,C7,1,15,0,1.25
13:30:00,C7,0.4519,ATL 3A2,C7,1,30,0,1.5
13:45:00,C7,0.5024,ATL 3A2,C7,1,45,0,1.75
14:00:00,C7,0.541,ATL 3A2,C7,2,0,0,2
14:15:00,C7,0.5165,ATL 3A2,C7,2,15,0,2.25
14:30:00,C7,0.6464,ATL 3A2,C7,2,30,0,2.5
14:45:00,C7,0.4757,ATL 3A2,C7,2,45,0,2.75
15:00:00,C7,0.5207,ATL 3A2,C7,3,0,0,3
15:15:00,C7,0.4861,ATL 3A2,C7,3,15,0,3.25
15:30:00,C7,0.4868,ATL 3A2,C7,3,30,0,3.5
15:45:00,C7,0.4885,ATL 3A2,C7,3,45,0,3.75
16:00:00,C7,0.5299,ATL 3A2,C7,4,0,0,4
16:15:00,C7,0.5839,ATL 3A2,C7,4,15,0,4.25
16:30:00,C7,0.4949,ATL 3A2,C7,4,30,0,4.5
16:45:00,C7,0.4936,ATL 3A2,C7,4,45,0,4.75
17:00:00,C7,0.4979,ATL 3A2,C7,5,0,0,5
17:15:00,C7,0.4964,ATL 3A2,C7,5,15,0,5.25
17:30:00,C7,0.4965,ATL 3A2,C7,5,30,0,5.5
17:45:00,C7,0.4949,ATL 3A2,C7,5,45,0,5.75
18:00:00,C7,0.4974,ATL 3A2,C7,6,0,0,6
18:15:00,C7,0.4945,ATL 3A2,C7,6,15,0,6.25
18:30:00,C7,0.495,ATL 3A2,C7,6,30,0,6.5
18:45:00,C7,0.4933,ATL 3A2,C7,6,45,0,6.75
19:00:00,C7,0.4939,ATL 3A2,C7,7,0,0,7
19:15:00,C7,0.4916,ATL 3A2,C7,7,15,0,7.25
19:30:00,C7,0.4905,ATL 3A2,C7,7,30,0,7.5
19:45:00,C7,0.4935,ATL 3A2,C7,7,45,0,7.75
20:00:00,C7,0.4953,ATL 3A2,C7,8,0,0,8
20:15:00,C7,0.5394,ATL 3A2,C7,8,15,0,8.25
20:30:00,C7,0.4924,ATL 3A2,C7,8,30,0,8.5
20:45:00,C7,0.4938,ATL 3A2,C7,8,45,0,8.75
21:00:00,C7,0.4898,ATL 3A2,C7,9,0,0,9
21:15:00,C7,0.4871,ATL 3A2,C7,9,15,0,9.25
21:30:00,C7,0.4859,ATL 3A2,C7,9,30,0,9.5
21:45:00,C7,0.4848,ATL 3A2,C7,9,45,0,9.75
22:00:00,C7,0.4841,ATL 3A2,C7,10,0,0,10
22:15:00,C7,0.4823,ATL 3A2,C7,10,15,0,10.25
22:30:00,C7,0.4828,ATL 3A2,C7,10,30,0,10.5
22:45:00,C7,0.4808,ATL 3A2,C7,10,45,0,10.75
23:00:00,C7,0.4836,ATL 3A2,C7,11,0,0,11
23:15:00,C7,0.4799,ATL 3A2,C7,11,15,0,11.25
23:30:00,C7,0.4807,ATL 3A2,C7,11,30,0,11.5
23:45:00,C7,0.4782,ATL 3A2,C7,11,45,0,11.75
1.00:00:00,C7,0.4772,ATL 3A2,C7,1,0,0,1
1.00:15:00,C7,0.4765,ATL 3A2,C7,1,15,0,1.25
1.00:30:00,C7,0.4796,ATL 3A2,C7,1,30,0,1.5
1.00:45:00,C7,0.476,ATL 3A2,C7,1,45,0,1.75
1.01:00:00,C7,0.4765,ATL 3A2,C7,1.01,0,0,1.01
1.01:15:00,C7,0.4776,ATL 3A2,C7,1.01,15,0,1.26
1.01:30:00,C7,0.4798,ATL 3A2,C7,1.01,30,0,1.51
1.01:45:00,C7,0.4828,ATL 3A2,C7,1.01,45,0,1.76
1.02:00:00,C7,0.4839,ATL 3A2,C7,1.02,0,0,1.02
1.02:15:00,C7,0.4854,ATL 3A2,C7,1.02,15,0,1.27
1.02:30:00,C7,0.4816,ATL 3A2,C7,1.02,30,0,1.52
1.02:45:00,C7,0.4788,ATL 3A2,C7,1.02,45,0,1.77
1.03:00:00,C7,0.4764,ATL 3A2,C7,1.03,0,0,1.03
1.03:15:00,C7,0.4738,ATL 3A2,C7,1.03,15,0,1.28
1.03:30:00,C7,0.4726,ATL 3A2,C7,1.03,30,0,1.53
1.03:45:00,C7,0.4708,ATL 3A2,C7,1.03,45,0,1.78
1.04:00:00,C7,0.4757,ATL 3A2,C7,1.04,0,0,1.04
1.04:15:00,C7,0.4682,ATL 3A2,C7,1.04,15,0,1.29
1.04:30:00,C7,0.4686,ATL 3A2,C7,1.04,30,0,1.54
1.04:45:00,C7,0.4684,ATL 3A2,C7,1.04,45,0,1.79
1.05:00:00,C7,0.4684,ATL 3A2,C7,1.05,0,0,1.05
1.05:15:00,C7,0.4682,ATL 3A2,C7,1.05,15,0,1.3
1.05:30:00,C7,0.4661,ATL 3A2,C7,1.05,30,0,1.55
1.05:45:00,C7,0.4663,ATL 3A2,C7,1.05,45,0,1.8
1.06:00:00,C7,0.466,ATL 3A2,C7,1.06,0,0,1.06
1.06:15:00,C7,0.4678,ATL 3A2,C7,1.06,15,0,1.31
1.06:30:00,C7,0.4654,ATL 3A2,C7,1.06,30,0,1.56
1.06:45:00,C7,0.4649,ATL 3A2,C7,1.06,45,0,1.81
1.07:00:00,C7,0.4669,ATL 3A2,C7,1.07,0,0,1.07
1.07:15:00,C7,0.4659,ATL 3A2,C7,1.07,15,0,1.32
1.07:30:00,C7,0.4663,ATL 3A2,C7,1.07,30,0,1.57
1.07:45:00,C7,0.4673,ATL 3A2,C7,1.07,45,0,1.82
1.08:00:00,C7,0.465,ATL 3A2,C7,1.08,0,0,1.08
1.08:15:00,C7,0.467,ATL 3A2,C7,1.08,15,0,1.33
1.08:30:00,C7,0.4661,ATL 3A2,C7,1.08,30,0,1.58
1.08:45:00,C7,0.4688,ATL 3A2,C7,1.08,45,0,1.83
1.09:00:00,C7,0.4661,ATL 3A2,C7,1.09,0,0,1.09
1.09:15:00,C7,0.4691,ATL 3A2,C7,1.09,15,0,1.34
1.09:30:00,C7,0.4658,ATL 3A2,C7,1.09,30,0,1.59
1.09:45:00,C7,0.4671,ATL 3A2,C7,1.09,45,0,1.84
1.10:00:00,C7,0.4724,ATL 3A2,C7,1.1,0,0,1.1
1.10:15:00,C7,0.4653,ATL 3A2,C7,1.1,15,0,1.35
1.10:30:00,C7,0.4642,ATL 3A2,C7,1.1,30,0,1.6
1.10:45:00,C7,0.4631,ATL 3A2,C7,1.1,45,0,1.85
1.11:00:00,C7,0.4643,ATL 3A2,C7,1.11,0,0,1.11
1.11:15:00,C7,0.4662,ATL 3A2,C7,1.11,15,0,1.36
1.11:30:00,C7,0.4667,ATL 3A2,C7,1.11,30,0,1.61
1.11:45:00,C7,0.4635,ATL 3A2,C7,1.11,45,0,1.86
1.12:00:00,C7,0.4626,ATL 3A2,C7,1.12,0,0,1.12
1.12:15:00,C7,0.4636,ATL 3A2,C7,1.12,15,0,1.37
1.12:30:00,C7,0.4631,ATL 3A2,C7,1.12,30,0,1.62
1.12:45:00,C7,0.463,ATL 3A2,C7,1.12,45,0,1.87
1.13:00:00,C7,0.4628,ATL 3A2,C7,1.13,0,0,1.13
1.13:15:00,C7,0.463,ATL 3A2,C7,1.13,15,0,1.38
1.13:30:00,C7,0.4623,ATL 3A2,C7,1.13,30,0,1.63
1.13:45:00,C7,0.4621,ATL 3A2,C7,1.13,45,0,1.88
1.14:00:00,C7,0.4622,ATL 3A2,C7,1.14,0,0,1.14
1.14:15:00,C7,0.4626,ATL 3A2,C7,1.14,15,0,1.39
1.14:30:00,C7,0.4726,ATL 3A2,C7,1.14,30,0,1.64
1.14:45:00,C7,0.4736,ATL 3A2,C7,1.14,45,0,1.89
1.15:00:00,C7,0.4604,ATL 3A2,C7,1.15,0,0,1.15
1.15:15:00,C7,0.4605,ATL 3A2,C7,1.15,15,0,1.4
1.15:30:00,C7,0.4636,ATL 3A2,C7,1.15,30,0,1.65
1.15:45:00,C7,0.4607,ATL 3A2,C7,1.15,45,0,1.9
1.16:00:00,C7,0.4805,ATL 3A2,C7,1.16,0,0,1.16
1.16:15:00,C7,0.4614,ATL 3A2,C7,1.16,15,0,1.41
1.16:30:00,C7,0.4608,ATL 3A2,C7,1.16,30,0,1.66
1.16:45:00,C7,0.4645,ATL 3A2,C7,1.16,45,0,1.91
1.17:00:00,C7,0.4609,ATL 3A2,C7,1.17,0,0,1.17
1.17:15:00,C7,0.4603,ATL 3A2,C7,1.17,15,0,1.42
1.17:30:00,C7,0.4618,ATL 3A2,C7,1.17,30,0,1.67
1.17:45:00,C7,0.5281,ATL 3A2,C7,1.17,45,0,1.92
1.18:00:00,C7,0.4608,ATL 3A2,C7,1.18,0,0,1.18
1.18:15:00,C7,0.4623,ATL 3A2,C7,1.18,15,0,1.43
1.18:30:00,C7,0.4605,ATL 3A2,C7,1.18,30,0,1.68
1.18:45:00,C7,0.4635,ATL 3A2,C7,1.18,45,0,1.93
1.19:00:00,C7,0.4618,ATL 3A2,C7,1.19,0,0,1.19
1.19:15:00,C7,0.4644,ATL 3A2,C7,1.19,15,0,1.44
1.19:30:00,C7,0.4623,ATL 3A2,C7,1.19,30,0,1.69
1.19:45:00,C7,0.4613,ATL 3A2,C7,1.19,45,0,1.94
1.20:00:00,C7,0.4608,ATL 3A2,C7,1.2,0,0,1.2
1.20:15:00,C7,0.4625,ATL 3A2,C7,1.2,15,0,1.45
1.20:30:00,C7,0.462,ATL 3A2,C7,1.2,30,0,1.7
1.20:45:00,C7,0.5266,ATL 3A2,C7,1.2,45,0,1.95
1.21:00:00,C7,0.4617,ATL 3A2,C7,1.21,0,0,1.21
1.21:15:00,C7,0.4618,ATL 3A2,C7,1.21,15,0,1.46
1.21:30:00,C7,0.4618,ATL 3A2,C7,1.21,30,0,1.71
1.21:45:00,C7,0.4612,ATL 3A2,C7,1.21,45,0,1.96
1.22:00:00,C7,0.4638,ATL 3A2,C7,1.22,0,0,1.22
1.22:15:00,C7,0.4628,ATL 3A2,C7,1.22,15,0,1.47
1.22:30:00,C7,0.4685,ATL 3A2,C7,1.22,30,0,1.72
1.22:45:00,C7,0.4605,ATL 3A2,C7,1.22,45,0,1.97
1.23:00:00,C7,0.4769,ATL 3A2,C7,1.23,0,0,1.23
1.23:15:00,C7,0.4739,ATL 3A2,C7,1.23,15,0,1.48
1.23:30:00,C7,0.4619,ATL 3A2,C7,1.23,30,0,1.73
1.23:45:00,C7,0.4658,ATL 3A2,C7,1.23,45,0,1.98
2.00:00:00,C7,0.4812,ATL 3A2,C7,2,0,0,2
2.00:15:00,C7,0.4643,ATL 3A2,C7,2,15,0,2.25
2.00:30:00,C7,0.5134,ATL 3A2,C7,2,30,0,2.5
2.00:45:00,C7,0.5408,ATL 3A2,C7,2,45,0,2.75
2.01:00:00,C7,0.4619,ATL 3A2,C7,2.01,0,0,2.01
2.01:15:00,C7,0.4629,ATL 3A2,C7,2.01,15,0,2.26
2.01:30:00,C7,0.4725,ATL 3A2,C7,2.01,30,0,2.51
2.01:45:00,C7,0.4624,ATL 3A2,C7,2.01,45,0,2.76
2.02:00:00,C7,0.4672,ATL 3A2,C7,2.02,0,0,2.02
2.02:15:00,C7,0.4635,ATL 3A2,C7,2.02,15,0,2.27
2.02:30:00,C7,0.4627,ATL 3A2,C7,2.02,30,0,2.52
2.02:45:00,C7,0.4661,ATL 3A2,C7,2.02,45,0,2.77
2.03:00:00,C7,0.465,ATL 3A2,C7,2.03,0,0,2.03
2.03:15:00,C7,0.4644,ATL 3A2,C7,2.03,15,0,2.28
2.03:30:00,C7,0.4639,ATL 3A2,C7,2.03,30,0,2.53
2.03:45:00,C7,0.4639,ATL 3A2,C7,2.03,45,0,2.78
2.04:00:00,C7,0.4643,ATL 3A2,C7,2.04,0,0,2.04
2.04:15:00,C7,0.4635,ATL 3A2,C7,2.04,15,0,2.29
2.04:30:00,C7,0.4685,ATL 3A2,C7,2.04,30,0,2.54
2.04:45:00,C7,0.465,ATL 3A2,C7,2.04,45,0,2.79
2.05:00:00,C7,0.4633,ATL 3A2,C7,2.05,0,0,2.05
2.05:15:00,C7,0.466,ATL 3A2,C7,2.05,15,0,2.3
2.05:30:00,C7,0.4659,ATL 3A2,C7,2.05,30,0,2.55
2.05:45:00,C7,0.4651,ATL 3A2,C7,2.05,45,0,2.8
2.06:00:00,C7,0.4678,ATL 3A2,C7,2.06,0,0,2.06
2.06:15:00,C7,0.4662,ATL 3A2,C7,2.06,15,0,2.31
2.06:30:00,C7,0.685,ATL 3A2,C7,2.06,30,0,2.56
2.06:45:00,C7,0.4713,ATL 3A2,C7,2.06,45,0,2.81
2.07:00:00,C7,0.4651,ATL 3A2,C7,2.07,0,0,2.07
2.07:15:00,C7,0.4702,ATL 3A2,C7,2.07,15,0,2.32
2.07:30:00,C7,0.4662,ATL 3A2,C7,2.07,30,0,2.57
2.07:45:00,C7,0.465,ATL 3A2,C7,2.07,45,0,2.82
2.08:00:00,C7,0.4716,ATL 3A2,C7,2.08,0,0,2.08
2.08:15:00,C7,0.4657,ATL 3A2,C7,2.08,15,0,2.33
2.08:30:00,C7,0.4985,ATL 3A2,C7,2.08,30,0,2.58
2.08:45:00,C7,0.4667,ATL 3A2,C7,2.08,45,0,2.83
2.09:00:00,C7,0.4664,ATL 3A2,C7,2.09,0,0,2.09
2.09:15:00,C7,0.4663,ATL 3A2,C7,2.09,15,0,2.34
2.09:30:00,C7,0.5233,ATL 3A2,C7,2.09,30,0,2.59
2.09:45:00,C7,0.4925,ATL 3A2,C7,2.09,45,0,2.84
2.10:00:00,C7,0.4851,ATL 3A2,C7,2.1,0,0,2.1
2.10:15:00,C7,0.468,ATL 3A2,C7,2.1,15,0,2.35
2.10:30:00,C7,0.484,ATL 3A2,C7,2.1,30,0,2.6
2.10:45:00,C7,0.4688,ATL 3A2,C7,2.1,45,0,2.85
2.11:00:00,C7,0.4681,ATL 3A2,C7,2.11,0,0,2.11
2.11:15:00,C7,0.4687,ATL 3A2,C7,2.11,15,0,2.36
2.11:30:00,C7,0.4687,ATL 3A2,C7,2.11,30,0,2.61
2.11:45:00,C7,0.4821,ATL 3A2,C7,2.11,45,0,2.86
2.12:00:00,C7,0.4705,ATL 3A2,C7,2.12,0,0,2.12
2.12:15:00,C7,0.6551,ATL 3A2,C7,2.12,15,0,2.37
2.12:30:00,C7,0.4703,ATL 3A2,C7,2.12,30,0,2.62
2.12:45:00,C7,0.4715,ATL 3A2,C7,2.12,45,0,2.87
2.13:00:00,C7,0.4707,ATL 3A2,C7,2.13,0,0,2.13
2.13:15:00,C7,0.6719,ATL 3A2,C7,2.13,15,0,2.38
2.13:30:00,C7,0.4722,ATL 3A2,C7,2.13,30,0,2.63
2.13:45:00,C7,0.4783,ATL 3A2,C7,2.13,45,0,2.88
2.14:00:00,C7,0.473,ATL 3A2,C7,2.14,0,0,2.14
2.14:15:00,C7,0.4726,ATL 3A2,C7,2.14,15,0,2.39
2.14:30:00,C7,0.4777,ATL 3A2,C7,2.14,30,0,2.64
2.14:45:00,C7,0.4711,ATL 3A2,C7,2.14,45,0,2.89
2.15:00:00,C7,0.473,ATL 3A2,C7,2.15,0,0,2.15
2.15:15:00,C7,0.5141,ATL 3A2,C7,2.15,15,0,2.4
2.15:30:00,C7,0.4731,ATL 3A2,C7,2.15,30,0,2.65
2.15:45:00,C7,0.4797,ATL 3A2,C7,2.15,45,0,2.9
2.16:00:00,C7,0.4791,ATL 3A2,C7,2.16,0,0,2.16
2.16:15:00,C7,0.4786,ATL 3A2,C7,2.16,15,0,2.41
2.16:30:00,C7,0.4734,ATL 3A2,C7,2.16,30,0,2.66
2.16:45:00,C7,0.476,ATL 3A2,C7,2.16,45,0,2.91
2.17:00:00,C7,0.6999,ATL 3A2,C7,2.17,0,0,2.17
2.17:15:00,C7,0.4741,ATL 3A2,C7,2.17,15,0,2.42
2.17:30:00,C7,0.4763,ATL 3A2,C7,2.17,30,0,2.67
2.17:45:00,C7,0.4887,ATL 3A2,C7,2.17,45,0,2.92
2.18:00:00,C7,0.4759,ATL 3A2,C7,2.18,0,0,2.18
2.18:15:00,C7,0.4773,ATL 3A2,C7,2.18,15,0,2.43
2.18:30:00,C7,0.4773,ATL 3A2,C7,2.18,30,0,2.68
2.18:45:00,C7,0.6764,ATL 3A2,C7,2.18,45,0,2.93
2.19:00:00,C7,0.4775,ATL 3A2,C7,2.19,0,0,2.19
2.19:15:00,C7,0.522,ATL 3A2,C7,2.19,15,0,2.44
2.19:30:00,C7,0.7428,ATL 3A2,C7,2.19,30,0,2.69
2.19:45:00,C7,0.4984,ATL 3A2,C7,2.19,45,0,2.94
2.20:00:00,C7,0.4938,ATL 3A2,C7,2.2,0,0,2.2
2.20:15:00,C7,0.4778,ATL 3A2,C7,2.2,15,0,2.45
2.20:30:00,C7,0.6314,ATL 3A2,C7,2.2,30,0,2.7
2.20:45:00,C7,0.4775,ATL 3A2,C7,2.2,45,0,2.95
2.21:00:00,C7,0.4779,ATL 3A2,C7,2.21,0,0,2.21
2.21:15:00,C7,0.5251,ATL 3A2,C7,2.21,15,0,2.46
2.21:30:00,C7,0.6968,ATL 3A2,C7,2.21,30,0,2.71
2.21:45:00,C7,0.5011,ATL 3A2,C7,2.21,45,0,2.96
2.22:00:00,C7,0.477,ATL 3A2,C7,2.22,0,0,2.22
2.22:15:00,C7,0.4796,ATL 3A2,C7,2.22,15,0,2.47
2.22:30:00,C7,0.4788,ATL 3A2,C7,2.22,30,0,2.72
2.22:45:00,C7,0.5934,ATL 3A2,C7,2.22,45,0,2.97
2.23:00:00,C7,0.4802,ATL 3A2,C7,2.23,0,0,2.23
2.23:15:00,C7,0.518,ATL 3A2,C7,2.23,15,0,2.48
2.23:30:00,C7,0.576,ATL 3A2,C7,2.23,30,0,2.73
2.23:45:00,C7,0.4809,ATL 3A2,C7,2.23,45,0,2.98
3.00:00:00,C7,0.4876,ATL 3A2,C7,3,0,0,3
0:00:00,C8,0.5444,ATT 4B4,C8,0,0,0,0
0:15:00,C8,0.5081,ATT 4B4,C8,0,15,0,0.25
0:30:00,C8,0.5216,ATT 4B4,C8,0,30,0,0.5
0:45:00,C8,0.53,ATT 4B4,C8,0,45,0,0.75
1:00:00,C8,0.5406,ATT 4B4,C8,1,0,0,1
1:15:00,C8,0.5539,ATT 4B4,C8,1,15,0,1.25
1:30:00,C8,0.5634,ATT 4B4,C8,1,30,0,1.5
1:45:00,C8,0.5699,ATT 4B4,C8,1,45,0,1.75
2:00:00,C8,0.5776,ATT 4B4,C8,2,0,0,2
2:15:00,C8,0.583,ATT 4B4,C8,2,15,0,2.25
2:30:00,C8,0.588,ATT 4B4,C8,2,30,0,2.5
2:45:00,C8,0.5944,ATT 4B4,C8,2,45,0,2.75
3:00:00,C8,0.6048,ATT 4B4,C8,3,0,0,3
3:15:00,C8,0.6036,ATT 4B4,C8,3,15,0,3.25
3:30:00,C8,0.606,ATT 4B4,C8,3,30,0,3.5
3:45:00,C8,0.6111,ATT 4B4,C8,3,45,0,3.75
4:00:00,C8,0.6132,ATT 4B4,C8,4,0,0,4
4:15:00,C8,0.6157,ATT 4B4,C8,4,15,0,4.25
4:30:00,C8,0.6178,ATT 4B4,C8,4,30,0,4.5
4:45:00,C8,0.6219,ATT 4B4,C8,4,45,0,4.75
5:00:00,C8,0.6222,ATT 4B4,C8,5,0,0,5
5:15:00,C8,0.6243,ATT 4B4,C8,5,15,0,5.25
5:30:00,C8,0.6256,ATT 4B4,C8,5,30,0,5.5
5:45:00,C8,0.6287,ATT 4B4,C8,5,45,0,5.75
6:00:00,C8,0.6279,ATT 4B4,C8,6,0,0,6
6:15:00,C8,0.6313,ATT 4B4,C8,6,15,0,6.25
6:30:00,C8,0.6321,ATT 4B4,C8,6,30,0,6.5
6:45:00,C8,0.6319,ATT 4B4,C8,6,45,0,6.75
7:00:00,C8,0.6313,ATT 4B4,C8,7,0,0,7
7:15:00,C8,0.6328,ATT 4B4,C8,7,15,0,7.25
7:30:00,C8,0.6342,ATT 4B4,C8,7,30,0,7.5
7:45:00,C8,0.6344,ATT 4B4,C8,7,45,0,7.75
8:00:00,C8,0.6376,ATT 4B4,C8,8,0,0,8
8:15:00,C8,0.6369,ATT 4B4,C8,8,15,0,8.25
8:30:00,C8,0.6355,ATT 4B4,C8,8,30,0,8.5
8:45:00,C8,0.6375,ATT 4B4,C8,8,45,0,8.75
9:00:00,C8,0.6419,ATT 4B4,C8,9,0,0,9
9:15:00,C8,0.639,ATT 4B4,C8,9,15,0,9.25
9:30:00,C8,0.6387,ATT 4B4,C8,9,30,0,9.5
9:45:00,C8,0.6389,ATT 4B4,C8,9,45,0,9.75
10:00:00,C8,0.6387,ATT 4B4,C8,10,0,0,10
10:15:00,C8,0.6396,ATT 4B4,C8,10,15,0,10.25
10:30:00,C8,0.6406,ATT 4B4,C8,10,30,0,10.5
10:45:00,C8,0.6412,ATT 4B4,C8,10,45,0,10.75
11:00:00,C8,0.6427,ATT 4B4,C8,11,0,0,11
11:15:00,C8,0.6448,ATT 4B4,C8,11,15,0,11.25
11:30:00,C8,0.6421,ATT 4B4,C8,11,30,0,11.5
11:45:00,C8,0.6426,ATT 4B4,C8,11,45,0,11.75
12:00:00,C8,0.6437,ATT 4B4,C8,12,0,0,12
12:15:00,C8,0.6439,ATT 4B4,C8,12,15,0,12.25
12:30:00,C8,0.6448,ATT 4B4,C8,12,30,0,12.5
12:45:00,C8,0.6449,ATT 4B4,C8,12,45,0,12.75
13:00:00,C8,0.646,ATT 4B4,C8,13,0,0,13
13:15:00,C8,0.6473,ATT 4B4,C8,13,15,0,13.25
13:30:00,C8,0.6488,ATT 4B4,C8,13,30,0,13.5
13:45:00,C8,0.6481,ATT 4B4,C8,13,45,0,13.75
14:00:00,C8,0.6491,ATT 4B4,C8,14,0,0,14
14:15:00,C8,0.6496,ATT 4B4,C8,14,15,0,14.25
14:30:00,C8,0.6503,ATT 4B4,C8,14,30,0,14.5
14:45:00,C8,0.6501,ATT 4B4,C8,14,45,0,14.75
15:00:00,C8,0.6507,ATT 4B4,C8,15,0,0,15
15:15:00,C8,0.6509,ATT 4B4,C8,15,15,0,15.25
15:30:00,C8,0.6521,ATT 4B4,C8,15,30,0,15.5
15:45:00,C8,0.6532,ATT 4B4,C8,15,45,0,15.75
16:00:00,C8,0.6533,ATT 4B4,C8,16,0,0,16
16:15:00,C8,0.6536,ATT 4B4,C8,16,15,0,16.25
16:30:00,C8,0.655,ATT 4B4,C8,16,30,0,16.5
16:45:00,C8,0.6543,ATT 4B4,C8,16,45,0,16.75
17:00:00,C8,0.6552,ATT 4B4,C8,17,0,0,17
17:15:00,C8,0.655,ATT 4B4,C8,17,15,0,17.25
17:30:00,C8,0.6563,ATT 4B4,C8,17,30,0,17.5
17:45:00,C8,0.6567,ATT 4B4,C8,17,45,0,17.75
18:00:00,C8,0.6575,ATT 4B4,C8,18,0,0,18
18:15:00,C8,0.6579,ATT 4B4,C8,18,15,0,18.25
18:30:00,C8,0.6597,ATT 4B4,C8,18,30,0,18.5
18:45:00,C8,0.6588,ATT 4B4,C8,18,45,0,18.75
19:00:00,C8,0.6602,ATT 4B4,C8,19,0,0,19
19:15:00,C8,0.6607,ATT 4B4,C8,19,15,0,19.25
19:30:00,C8,0.6618,ATT 4B4,C8,19,30,0,19.5
19:45:00,C8,0.6628,ATT 4B4,C8,19,45,0,19.75
20:00:00,C8,0.6645,ATT 4B4,C8,20,0,0,20
20:15:00,C8,0.6649,ATT 4B4,C8,20,15,0,20.25
20:30:00,C8,0.664,ATT 4B4,C8,20,30,0,20.5
20:45:00,C8,0.6644,ATT 4B4,C8,20,45,0,20.75
21:00:00,C8,0.6656,ATT 4B4,C8,21,0,0,21
21:15:00,C8,0.6666,ATT 4B4,C8,21,15,0,21.25
21:30:00,C8,0.6673,ATT 4B4,C8,21,30,0,21.5
21:45:00,C8,0.6676,ATT 4B4,C8,21,45,0,21.75
22:00:00,C8,0.6682,ATT 4B4,C8,22,0,0,22
22:15:00,C8,0.668,ATT 4B4,C8,22,15,0,22.25
22:30:00,C8,0.6719,ATT 4B4,C8,22,30,0,22.5
