Rep	Jar	Picture	Count	very_small	too_blurry_to_count	pinpricks_present	clouds_present	Full_Image	TopLeft	TopRight	BottomLeft	BottomRight	Area?	Notes
4	5	2	101											
4	5	3	10											
4	5	4	236											
4	5	5	51											
4	5	6	29											
4	5	7	0											
4	5	8	20											
4	5	9	54											
4	5	10	110											
4	5	11	182											
4	5	12	149											
4	5	13	204											
4	5	14	58											
4	5	15	274											
4	8	1	9											
4	8	2	16											
4	8	3	9											
4	8	4	10											
4	8	5	0											
4	8	6	6											
4	8	7	7											
4	8	8	7											
4	8	9	19			TRUE								
4	8	10	16											
4	8	11	16											
4	8	12	51				TRUE						TRUE	
4	8	13	32											
4	8	14	30			TRUE								
4	8	15	6											
4	9	1	27											
4	9	2	3											
4	9	3	13											
4	9	4	4			TRUE	TRUE							cloud of pinpricks
4	9	5	14											
4	9	6	39											
4	9	7	9											
4	9	8	13											
4	9	9	3											
4	9	10	4			TRUE								
4	9	11	0											
4	9	12	36											
4	9	13	23			TRUE								
4	9	14	3											
4	9	15	9											
4	9	16	22											
4	11	1	0											
4	11	2	0											
4	11	3	0											
4	11	4	0											
4	11	5	3											
4	11	6	0											
4	11	7	0											
4	11	8	0											
4	11	9	0											
4	11	10	0											
4	11	11	0											
4	11	12	0											
4	11	13	0											
4	11	14	12											
4	11	15	0											
4	11	16	0											
4	17	1	12											
4	17	2	1											
4	17	3	30											
4	17	4	1											
4	17	5	4											
4	17	6	45											
4	17	7	2											
4	17	8	529				TRUE						TRUE	
4	17	9	4											
4	17	10	18											
4	17	11	5											
4	17	12	9											
4	17	13	0											
4	17	14	6											
4	17	15	6											
